student_id,age,year_of_study,department,attendance_percentage,cgpa_previous_sem,daily_study_hours,weekly_study_hours,study_sessions_per_week,assignment_submission_rate,late_submission_count,revision_frequency_per_week,lms_login_frequency_per_week,lms_time_spent_hours_per_week,video_lectures_watched_per_week,video_completion_rate,practice_quiz_attempts,discussion_forum_posts,resource_diversity_score,class_participation_score,search_skill_score,source_evaluation_score,information_filtering_score,quiz_average_score,midterm_score,assignment_average_score,motivation_level,stress_level,procrastination_score,time_management_score,learning_outcome
STU04773,20,1,Mathematics,68.1,3.45,5.2,31.9,4,84.9,3,8,5,2.8,6,67.0,9,3,7.4,67.9,72.7,49.5,57.1,58.8,59.7,77.2,4,5,2,9,Good
STU04774,19,1,Civil,49.3,3.57,4.1,25.5,5,65.2,3,5,3,1.3,6,53.7,5,5,5.7,45.7,87.9,51.6,65.9,48.7,50.2,67.1,3,4,3,7,Good
STU04775,19,4,Civil,62.2,2.69,5.2,30.8,5,55.8,5,5,6,4.3,4,42.4,6,4,5.8,49.0,49.5,44.7,51.3,46.4,48.7,54.0,3,4,4,5,Average
STU04776,19,1,Computer Science,40.0,1.81,2.1,13.1,6,35.8,7,2,2,2.0,1,23.7,1,2,3.1,27.4,62.1,35.5,44.6,22.5,24.6,32.4,1,4,6,5,Poor
STU04777,22,1,Mechanical,73.8,3.04,6.5,38.8,5,81.8,3,7,7,4.4,5,72.0,9,5,7.5,69.4,40.4,38.0,43.6,50.6,46.9,68.8,4,4,3,8,Good
STU04778,21,2,Computer Science,49.7,3.28,5.8,33.7,5,49.6,5,4,8,3.1,5,43.8,6,3,5.7,56.0,52.6,56.8,60.9,47.9,54.3,44.4,4,1,7,3,Good
STU04779,19,1,Electronics,43.3,3.53,3.0,18.2,6,30.0,9,2,5,2.3,4,47.3,2,2,4.0,51.9,88.7,60.9,67.6,53.1,51.6,33.1,3,2,8,3,Average
STU04780,24,4,Civil,54.6,2.42,4.7,28.4,5,66.9,6,5,9,5.9,4,61.9,8,5,6.4,57.7,58.9,39.3,56.6,40.2,40.6,51.8,4,3,5,6,Average
STU04781,20,2,Computer Science,65.0,3.27,5.8,34.3,4,57.3,6,3,9,5.2,8,66.8,7,5,7.0,71.1,49.1,56.2,52.3,45.3,50.2,50.4,4,2,6,4,Average
STU04782,20,2,Computer Science,59.6,3.5,4.5,25.7,4,74.5,5,5,5,4.6,3,40.7,7,4,5.2,53.9,57.8,63.1,37.0,43.7,49.6,61.1,4,2,3,7,Good
STU04783,20,2,Computer Science,51.4,1.98,5.2,31.8,5,51.4,5,4,5,6.1,3,50.2,5,2,4.4,52.1,52.7,33.9,53.3,32.3,33.2,48.5,2,3,5,5,Average
STU04784,23,1,Electronics,40.6,2.16,3.5,19.8,5,39.8,8,3,6,4.2,5,40.8,4,3,4.8,47.0,57.6,42.5,45.4,33.6,41.0,35.7,4,2,6,3,Average
STU04785,21,1,Electronics,68.3,3.41,6.1,37.0,5,71.4,5,6,7,3.8,10,84.0,10,6,8.2,62.2,49.9,69.5,42.0,59.0,54.0,62.9,5,3,4,6,Good
STU04786,23,2,Mechanical,59.4,3.52,5.8,34.7,5,51.1,5,4,6,2.0,6,60.7,7,4,6.4,64.0,64.2,71.2,62.9,53.9,50.2,57.1,5,2,6,4,Good
STU04787,20,1,Mathematics,48.4,2.74,4.6,27.4,5,48.0,6,3,4,3.9,4,50.6,6,4,4.6,53.9,48.1,44.1,61.1,42.2,38.3,40.4,3,1,5,4,Good
STU04788,22,2,Electronics,64.7,3.31,6.2,37.7,6,50.7,6,4,8,4.9,6,67.2,10,4,6.4,76.8,61.4,61.7,54.3,55.8,49.7,52.2,5,3,6,4,Excellent
STU04789,23,2,Mechanical,41.7,2.14,4.5,27.8,5,43.6,5,3,4,4.6,4,35.3,5,3,4.5,39.4,44.7,36.3,32.6,38.4,30.7,38.7,2,1,6,4,Poor
STU04790,20,2,Electronics,66.2,2.88,6.0,36.3,5,38.5,9,2,11,4.5,7,65.2,8,5,5.2,61.5,52.8,50.4,43.4,59.3,52.6,37.1,4,2,8,2,Good
STU04791,18,1,Physics,52.0,2.06,4.4,26.6,5,53.8,3,4,7,2.6,5,54.7,7,5,5.0,44.8,20.0,27.8,34.6,31.8,26.4,47.9,2,1,4,6,Poor
STU04792,19,4,Mathematics,40.0,2.23,2.3,13.0,5,30.0,8,1,3,2.5,5,20.8,1,2,3.6,32.1,62.2,35.1,45.2,35.0,31.3,29.3,3,2,8,2,Poor
STU04793,19,3,Mechanical,50.7,2.86,4.1,24.6,5,57.8,5,5,7,7.9,7,59.2,6,3,4.5,61.5,56.6,51.5,67.6,46.3,48.6,41.7,3,4,5,5,Average
STU04794,19,1,Civil,40.0,1.0,1.7,10.1,4,43.2,4,3,2,0.5,2,25.4,2,1,2.6,21.5,35.9,17.3,48.9,21.9,31.0,30.0,1,2,5,5,Poor
STU04795,19,1,Electronics,43.0,2.42,2.9,16.9,5,30.0,9,1,3,1.8,4,46.5,4,3,3.0,45.9,64.6,47.3,47.5,43.0,43.6,24.0,2,3,7,2,Poor
STU04796,19,3,Mechanical,46.0,1.75,4.2,25.6,5,35.2,7,2,6,3.7,5,54.6,4,2,4.1,51.7,28.2,42.6,33.9,25.4,33.1,28.6,4,3,8,2,Poor
STU04797,19,3,Business,53.5,2.9,5.2,32.2,6,58.3,5,5,5,4.9,4,59.5,7,2,4.5,59.0,60.5,44.7,51.5,40.1,35.7,52.5,3,4,5,5,Average
STU04798,20,3,Computer Science,40.0,2.82,3.6,20.4,5,63.3,6,4,4,1.3,3,41.7,5,3,5.2,41.0,77.8,47.6,67.5,31.4,46.1,58.7,3,2,3,7,Average
STU04799,18,3,Electronics,58.1,2.43,3.9,24.6,5,54.3,6,3,6,7.3,6,45.0,6,2,4.7,52.6,41.6,46.0,45.1,51.8,41.6,37.1,3,1,6,4,Average
STU04800,19,2,Mathematics,51.2,3.38,4.4,26.9,5,72.2,5,5,6,6.7,5,48.1,7,3,5.4,46.6,59.2,51.2,61.2,46.1,57.0,58.7,3,1,3,6,Good
STU04801,22,4,Computer Science,54.2,2.89,3.8,22.9,5,43.5,7,4,6,6.5,5,47.8,5,4,5.9,54.4,50.6,37.9,51.8,40.7,40.3,39.0,3,2,6,4,Poor
STU04802,19,3,Electronics,68.9,4.0,5.4,33.1,6,56.7,4,5,5,2.8,6,64.3,7,2,6.4,63.9,73.3,67.2,54.5,60.1,61.1,61.0,4,2,3,6,Excellent
STU04803,18,2,Computer Science,70.5,3.88,6.0,34.3,5,62.5,6,4,10,6.6,8,72.2,8,4,6.5,80.1,78.3,75.4,69.1,63.5,66.3,61.0,5,4,6,4,Good
STU04804,18,2,Computer Science,80.7,2.56,5.7,35.4,6,62.2,5,4,8,7.2,6,74.8,8,8,7.5,75.2,21.2,39.9,41.7,42.3,37.3,55.0,4,5,7,4,Average
STU04805,21,1,Mechanical,74.1,3.79,6.7,38.9,6,83.6,3,6,9,4.8,6,66.4,10,4,7.4,79.3,55.7,57.8,64.2,62.2,66.7,67.3,3,1,4,6,Excellent
STU04806,19,3,Mechanical,68.1,3.3,5.1,31.0,5,53.2,5,4,7,6.2,8,63.5,7,4,6.2,72.3,64.9,56.1,65.5,55.2,49.2,48.9,4,4,6,4,Good
STU04807,18,1,Civil,69.0,2.42,5.5,33.3,5,54.1,7,5,8,7.1,6,63.5,8,3,6.4,61.5,33.4,33.4,22.8,45.2,31.4,50.0,5,2,6,5,Average
STU04808,19,1,Physics,76.2,3.03,6.7,41.0,6,100.0,0,7,7,3.2,7,78.9,10,7,7.2,58.4,40.2,42.6,61.5,60.2,47.0,81.8,5,2,1,9,Good
STU04809,18,2,Physics,76.8,3.59,7.3,44.2,6,74.4,4,5,9,3.9,9,81.1,9,5,7.0,70.0,40.4,60.4,38.2,59.1,56.0,63.7,4,1,4,6,Excellent
STU04810,18,1,Business,40.9,3.48,3.5,22.5,6,56.0,3,3,4,5.1,1,28.8,4,1,3.9,35.5,71.2,49.3,68.6,46.0,49.8,55.2,1,2,4,6,Good
STU04811,19,1,Mathematics,53.5,3.51,3.8,25.0,6,30.0,10,1,7,6.8,6,52.1,5,4,4.5,67.8,79.3,71.4,85.9,63.5,59.9,41.1,4,4,9,1,Good
STU04812,19,2,Physics,52.1,2.12,4.0,24.5,6,52.3,5,3,7,5.8,7,62.8,6,2,5.7,57.2,38.0,53.7,39.6,27.1,34.0,44.3,3,1,6,4,Average
STU04813,18,1,Computer Science,64.0,2.8,5.7,34.2,5,57.0,7,4,8,6.0,7,75.1,8,7,6.8,63.3,39.9,52.6,40.9,46.8,54.0,55.2,5,3,6,4,Average
STU04814,19,4,Civil,44.6,1.97,3.2,19.7,5,40.1,8,2,7,7.4,4,52.0,5,3,5.3,48.2,38.4,62.4,36.5,45.0,39.3,39.3,4,3,7,3,Average
STU04815,18,4,Electronics,40.0,2.77,1.9,11.6,6,49.7,6,2,1,1.2,2,29.6,3,3,3.7,42.4,78.9,64.0,59.5,48.4,43.6,35.9,2,3,5,5,Average
STU04816,21,4,Computer Science,62.7,3.78,5.7,34.4,6,56.1,6,5,9,7.1,8,64.9,7,3,5.9,74.4,78.3,75.2,67.9,67.4,68.8,65.8,4,3,6,4,Excellent
STU04817,20,1,Computer Science,40.0,2.23,3.4,20.6,5,66.3,3,5,1,0.9,2,43.5,2,2,3.6,28.2,38.9,49.5,58.0,35.0,42.0,49.7,2,5,3,7,Poor
STU04818,19,1,Civil,40.0,3.21,3.2,18.6,4,57.8,6,4,3,2.5,4,30.6,1,3,4.2,40.3,75.2,79.0,77.5,43.9,45.8,55.7,2,3,4,6,Average
STU04819,18,4,Business,76.3,3.23,6.5,38.8,6,79.6,3,6,9,8.1,9,76.8,11,5,6.9,72.0,62.4,58.8,47.1,57.8,49.7,64.4,5,2,4,6,Good
STU04820,18,3,Civil,47.6,3.61,4.1,24.6,5,67.9,2,5,6,4.8,5,61.6,5,3,5.9,58.6,81.9,62.6,71.7,56.9,66.0,59.7,2,4,4,7,Excellent
STU04821,21,2,Mechanical,48.8,1.93,3.5,20.1,4,52.6,5,4,5,2.5,3,45.4,3,6,5.9,46.1,40.6,22.2,45.3,25.3,28.2,45.7,2,4,5,6,Poor
STU04822,19,3,Mechanical,70.7,3.82,5.0,31.0,5,48.1,6,4,9,7.2,6,65.7,9,5,5.2,71.6,76.4,61.8,65.9,60.4,52.4,44.9,4,2,7,3,Excellent
STU04823,21,4,Mechanical,50.7,1.73,4.6,26.1,5,52.9,4,4,5,5.1,3,53.4,5,2,4.8,46.4,35.3,37.6,39.0,27.4,29.8,55.1,3,4,4,5,Poor
STU04824,25,3,Computer Science,69.6,3.55,7.2,44.5,6,70.9,4,6,8,6.1,8,71.9,8,6,7.3,58.1,67.0,57.2,50.6,51.3,56.8,64.0,4,4,4,6,Excellent
STU04825,20,3,Business,68.6,2.91,5.7,34.0,5,63.3,3,5,8,5.5,6,70.8,6,5,6.9,64.0,47.9,39.3,43.7,41.0,45.8,54.9,3,3,3,6,Average
STU04826,18,2,Business,66.6,4.0,5.3,30.6,5,72.6,2,4,7,4.6,5,61.1,5,3,6.3,64.2,79.5,68.6,82.4,62.5,60.6,60.0,4,2,3,7,Excellent
STU04827,20,2,Computer Science,66.5,3.26,4.7,29.2,5,70.0,3,5,4,2.6,6,52.4,5,4,6.9,52.0,76.9,54.3,73.7,49.7,62.5,66.5,2,4,2,7,Good
STU04828,19,1,Mechanical,58.2,3.18,4.6,28.3,6,57.0,5,3,6,3.5,7,56.3,7,3,4.6,59.4,73.1,65.4,53.0,51.2,45.6,42.8,4,3,5,4,Good
STU04829,20,3,Mechanical,40.0,2.39,3.3,19.7,5,51.0,7,3,4,1.9,3,20.0,3,2,4.2,41.7,78.0,61.0,41.9,33.1,35.0,37.7,2,3,7,3,Average
STU04830,21,1,Electronics,46.1,3.19,5.4,34.3,5,73.2,3,5,5,5.2,4,64.1,8,3,5.9,48.9,68.2,51.3,51.3,50.3,45.0,64.5,4,2,4,6,Good
STU04831,20,3,Civil,40.0,2.45,1.3,8.9,5,30.0,8,2,2,1.9,2,24.3,4,2,2.4,38.0,81.9,64.7,57.0,45.8,40.5,28.6,2,4,8,2,Average
STU04832,20,1,Mathematics,57.3,4.0,4.5,26.8,5,45.6,6,4,8,5.5,6,49.7,7,2,4.8,72.5,88.3,75.6,76.0,64.3,67.3,47.1,3,1,6,4,Excellent
STU04833,20,3,Civil,62.1,2.83,5.9,35.5,5,79.9,1,6,5,4.2,5,53.6,7,2,6.1,51.3,59.0,56.8,61.8,43.1,64.3,73.4,3,3,1,9,Good
STU04834,18,3,Electronics,57.1,3.52,4.7,30.0,4,46.8,6,3,6,6.0,7,61.2,7,5,5.2,66.9,76.1,53.9,62.2,64.9,55.7,43.6,3,1,7,4,Good
STU04835,21,3,Computer Science,54.0,3.47,4.3,26.7,4,60.1,6,4,6,4.3,4,57.1,5,3,5.1,57.4,77.9,65.6,72.9,60.1,65.3,60.7,3,1,5,4,Good
STU04836,19,4,Computer Science,76.7,4.0,5.6,32.1,5,75.2,6,6,9,10.9,5,73.1,10,4,7.8,83.4,72.0,69.4,65.2,71.3,62.3,67.8,3,4,5,6,Good
STU04837,20,3,Electronics,40.0,2.2,2.7,18.1,6,41.5,6,3,4,3.8,5,39.9,3,2,3.3,33.4,57.5,43.6,55.7,33.3,33.0,38.8,2,4,6,5,Poor
STU04838,18,1,Civil,59.1,3.59,5.4,33.9,4,66.0,4,5,9,10.7,8,71.4,9,8,7.9,72.6,49.3,73.3,51.9,60.1,57.5,63.0,5,2,5,5,Good
STU04839,20,3,Physics,56.3,2.63,5.0,30.4,4,52.0,8,4,8,3.7,7,64.2,7,4,5.4,72.7,52.9,59.3,41.5,46.5,59.6,41.1,4,2,7,3,Good
STU04840,19,3,Mechanical,40.0,2.75,4.0,23.4,6,68.8,1,5,4,4.1,2,39.4,5,2,4.9,44.2,68.4,57.7,60.2,47.0,37.7,62.7,2,3,2,8,Average
STU04841,18,1,Business,55.6,3.52,4.6,27.6,5,65.8,2,6,6,5.2,5,52.5,6,3,6.7,57.1,68.7,68.6,47.2,55.9,54.2,63.3,3,2,3,7,Good
STU04842,18,4,Computer Science,76.4,4.0,6.6,38.2,5,78.9,4,6,10,11.0,8,74.3,9,6,7.6,85.4,64.5,62.3,57.9,67.8,69.7,78.2,5,1,4,7,Excellent
STU04843,22,4,Civil,74.2,4.0,5.8,34.3,5,69.1,4,6,8,8.3,6,76.5,9,3,8.2,88.1,71.6,74.2,71.8,72.0,71.8,69.1,5,3,3,7,Excellent
STU04844,18,1,Electronics,78.7,3.78,7.1,41.5,4,79.1,2,7,7,4.6,8,76.5,8,3,6.8,74.0,76.3,58.4,64.3,65.6,56.5,72.5,5,2,4,7,Excellent
STU04845,18,3,Mathematics,40.0,2.97,3.6,23.3,5,48.8,5,3,3,3.5,3,31.4,4,1,4.1,40.7,71.9,61.9,56.4,44.3,45.2,37.7,2,1,6,4,Average
STU04846,18,1,Mechanical,40.0,3.07,3.5,21.0,6,60.6,6,4,4,3.9,2,35.1,4,2,4.0,44.9,80.7,59.2,68.4,34.9,47.2,44.1,1,3,4,7,Good
STU04847,22,3,Business,42.9,3.09,3.5,18.5,4,41.7,6,3,5,4.9,5,32.1,3,2,3.6,54.4,69.0,62.8,82.1,51.4,59.0,39.0,2,5,6,4,Average
STU04848,23,4,Mechanical,40.8,3.01,4.4,26.7,6,49.2,6,4,6,6.3,5,61.6,6,3,6.2,59.5,67.3,65.7,59.4,51.6,55.7,42.3,3,3,6,4,Good
STU04849,23,3,Mechanical,61.9,3.02,5.5,33.3,4,74.9,1,6,5,5.8,2,57.2,7,2,5.7,45.0,45.8,43.0,42.2,48.3,59.8,71.3,3,2,2,8,Good
STU04850,20,3,Computer Science,49.7,3.37,4.3,26.1,5,71.1,4,4,6,5.6,5,48.6,6,2,5.1,66.4,72.8,66.4,83.3,55.9,61.2,59.5,3,2,4,6,Average
STU04851,23,2,Civil,74.6,3.65,6.0,37.5,5,68.8,3,6,8,3.1,5,61.4,8,3,6.4,64.0,81.1,71.8,83.1,58.2,63.1,69.1,5,3,4,7,Excellent
STU04852,19,3,Computer Science,55.4,3.02,5.0,29.4,5,70.5,5,5,6,3.9,5,60.6,7,3,6.7,53.6,53.0,39.5,50.6,48.1,42.3,59.3,3,4,4,7,Average
STU04853,23,2,Business,40.0,2.89,2.4,15.0,5,47.1,7,3,2,1.5,4,33.6,4,5,3.3,31.3,66.3,44.3,54.9,42.7,38.5,39.3,2,2,5,6,Average
STU04854,18,3,Civil,41.6,2.84,3.5,21.0,5,53.8,3,4,4,4.1,2,45.8,4,3,5.0,43.5,74.9,45.8,56.0,40.1,46.3,51.1,2,2,4,6,Average
STU04855,18,4,Business,56.7,1.8,4.5,27.3,6,33.1,9,3,8,4.7,7,54.5,6,3,5.0,53.5,36.1,50.6,35.1,32.8,32.8,32.7,4,4,7,2,Poor
STU04856,20,4,Mathematics,71.6,3.52,5.8,34.5,5,66.7,7,5,8,7.8,8,72.5,9,6,6.6,78.3,51.0,63.7,53.5,62.8,56.2,49.4,4,3,5,4,Excellent
STU04857,22,2,Mechanical,59.7,3.55,5.3,32.3,5,68.1,4,5,7,7.5,7,58.4,7,4,6.3,62.4,76.8,74.5,76.7,56.2,58.5,60.6,3,4,3,6,Good
STU04858,18,1,Electronics,63.7,3.39,7.1,42.5,4,67.1,5,6,9,9.3,5,65.2,9,4,6.6,70.0,70.0,73.9,63.9,57.4,65.1,69.3,5,5,4,5,Excellent
STU04859,22,4,Electronics,40.4,3.11,4.1,25.0,5,57.6,2,5,2,1.3,2,39.8,6,1,5.5,44.2,69.8,57.8,54.7,43.1,55.0,47.7,3,3,2,7,Good
STU04860,22,1,Computer Science,40.0,2.64,2.7,16.4,6,53.2,6,3,3,1.4,2,32.6,3,2,3.5,35.4,57.5,38.4,47.3,36.7,37.5,52.9,2,4,6,6,Poor
STU04861,18,1,Computer Science,40.0,2.24,1.5,8.9,6,30.6,9,2,2,0.5,3,20.9,3,2,1.2,37.4,68.6,56.4,65.5,39.8,50.5,30.2,2,3,8,1,Poor
STU04862,23,2,Mathematics,61.3,4.0,5.6,33.9,5,46.1,7,3,9,5.4,6,61.1,6,4,5.2,71.4,67.8,81.3,68.8,77.5,69.8,51.9,4,2,8,2,Good
STU04863,21,1,Mechanical,73.7,3.48,4.3,25.9,5,47.8,9,4,9,6.6,6,76.7,9,6,5.6,81.7,59.8,62.0,46.7,61.9,62.5,53.0,5,3,7,2,Good
STU04864,20,2,Electronics,47.1,2.64,4.0,24.3,6,54.3,5,4,6,7.0,6,50.3,6,3,5.8,48.5,39.3,55.4,47.6,38.3,46.7,52.5,3,2,4,6,Average
STU04865,18,2,Business,67.2,2.99,5.8,34.4,5,73.3,3,5,7,3.5,6,60.8,7,3,6.3,62.1,47.9,41.1,49.5,45.2,45.6,67.0,4,3,3,7,Good
STU04866,20,1,Civil,71.6,3.76,5.6,33.4,5,63.6,6,6,9,10.3,7,69.1,9,4,5.7,78.5,85.7,91.3,55.3,65.3,65.5,55.6,4,3,5,6,Excellent
STU04867,20,3,Electronics,49.3,3.19,5.5,31.5,6,78.7,0,6,7,4.1,4,44.3,6,3,7.0,37.2,60.5,55.6,65.6,40.8,57.4,71.8,1,3,1,9,Good
STU04868,19,3,Computer Science,40.0,1.4,2.0,11.2,5,30.0,9,1,1,1.6,2,22.2,2,1,2.0,24.4,51.2,37.9,40.6,27.5,20.0,20.0,1,3,8,2,Poor
STU04869,20,3,Business,50.2,1.89,4.8,27.1,4,62.2,4,4,5,3.5,2,54.0,5,4,5.0,38.3,44.1,32.8,39.9,31.2,32.3,51.5,3,3,4,5,Average
STU04870,20,2,Computer Science,40.0,2.14,1.8,10.1,5,30.0,7,1,3,1.8,1,24.5,3,1,2.0,31.8,76.6,62.5,57.3,47.7,38.0,23.1,2,2,9,2,Poor
STU04871,19,3,Business,70.2,3.65,7.7,47.5,6,52.8,6,4,11,5.0,8,68.8,9,7,7.0,86.0,69.7,76.5,57.3,67.2,65.8,61.7,4,5,6,4,Good
STU04872,18,2,Computer Science,63.9,4.0,5.4,31.7,5,46.6,4,5,8,5.1,6,69.8,6,3,6.2,73.1,74.8,88.3,69.0,70.9,72.8,54.7,4,4,5,3,Excellent
STU04873,18,4,Electronics,71.2,2.63,5.9,37.3,5,56.6,5,4,8,3.2,10,72.3,8,4,6.8,77.8,53.4,54.4,29.2,51.8,45.0,46.1,4,4,6,4,Good
STU04874,19,3,Electronics,42.9,3.07,3.6,20.8,5,30.0,9,2,6,4.9,8,35.3,5,3,4.0,55.1,67.2,59.7,44.2,45.4,42.2,27.8,4,4,8,1,Poor
STU04875,18,1,Mechanical,61.9,3.06,5.0,28.8,5,62.3,4,4,6,7.1,4,58.3,7,4,5.3,46.5,43.8,56.0,44.4,43.9,46.2,54.9,3,2,5,5,Good
STU04876,18,3,Mechanical,49.6,1.7,4.9,29.3,4,54.8,6,4,5,5.2,6,54.1,5,2,5.7,42.9,21.3,35.4,48.5,30.4,33.0,35.6,3,2,6,4,Poor
STU04877,22,4,Computer Science,82.5,3.75,6.0,36.2,5,80.3,2,7,10,11.1,7,79.3,10,4,7.2,71.6,49.0,56.9,72.0,56.8,60.1,82.4,5,3,2,8,Excellent
STU04878,22,1,Mechanical,54.5,2.95,4.5,25.9,5,59.0,4,5,9,7.9,6,57.7,5,4,5.9,63.3,58.7,57.3,65.8,47.4,52.0,55.9,4,4,5,6,Good
STU04879,19,2,Civil,40.0,2.55,3.3,19.8,5,46.2,5,3,5,3.3,3,38.8,5,3,3.5,36.2,68.1,63.6,59.6,44.4,46.0,43.1,2,3,6,5,Average
STU04880,21,3,Business,55.5,3.82,4.2,23.4,4,46.1,13,3,7,7.4,7,57.0,7,4,5.1,73.0,72.1,74.2,71.7,59.0,67.1,37.9,4,4,9,2,Good
STU04881,20,4,Electronics,58.0,2.07,4.0,24.1,5,43.5,7,4,6,3.3,5,56.5,3,4,3.9,51.9,40.2,19.3,26.5,38.5,35.0,39.7,4,2,5,4,Average
STU04882,19,2,Mechanical,60.5,4.0,5.7,32.8,4,77.8,4,6,8,4.0,4,61.8,8,4,6.8,65.0,69.0,77.6,76.9,58.3,68.2,70.7,3,3,2,7,Excellent
STU04883,19,2,Business,64.5,3.56,5.7,34.6,6,77.7,2,6,6,3.1,5,64.1,8,3,6.2,60.6,46.8,53.6,65.3,54.0,42.8,62.3,3,3,3,7,Good
STU04884,20,1,Mathematics,73.1,2.61,5.9,34.7,5,66.5,6,5,8,7.6,8,69.8,8,6,6.5,74.8,59.8,54.5,37.7,51.0,43.2,61.3,5,5,6,5,Good
STU04885,21,1,Mechanical,73.0,4.0,6.4,38.6,4,62.5,4,6,10,6.9,9,73.2,10,5,7.6,76.1,57.4,49.1,70.5,71.8,63.6,60.5,5,3,5,6,Excellent
STU04886,18,2,Computer Science,68.8,4.0,7.5,45.2,6,98.9,2,7,9,5.9,8,73.5,8,5,8.5,76.8,62.0,62.4,61.8,70.0,65.7,85.8,4,3,3,9,Excellent
STU04887,19,3,Electronics,74.6,3.59,6.3,37.0,5,76.2,3,6,7,3.7,7,61.6,8,4,6.2,68.9,48.6,46.1,49.6,58.7,58.2,63.6,3,2,2,7,Excellent
STU04888,18,1,Physics,69.4,3.34,6.0,33.8,6,52.4,6,4,7,6.4,10,69.4,7,5,5.7,68.2,53.7,66.3,59.5,49.9,57.0,56.8,4,4,5,5,Average
STU04889,19,1,Business,44.9,2.75,4.9,29.6,5,62.8,3,4,6,4.9,4,52.8,8,2,6.2,43.5,63.6,52.1,43.5,46.5,41.6,55.1,3,3,3,7,Average
STU04890,18,3,Business,66.5,4.0,5.5,32.5,5,80.1,3,7,8,5.4,6,66.7,6,4,6.7,68.5,84.1,68.7,78.5,63.5,66.9,77.4,3,3,3,7,Excellent
STU04891,22,3,Mathematics,44.5,2.29,4.1,24.5,4,35.6,6,2,6,5.3,4,45.8,5,3,4.8,53.5,50.3,55.6,55.2,46.4,39.1,33.3,3,3,7,3,Average
STU04892,19,2,Computer Science,40.0,2.94,3.6,22.5,5,53.4,5,3,4,5.2,5,38.1,1,2,3.5,39.7,77.9,63.1,62.9,45.0,47.7,42.3,2,3,6,5,Average
STU04893,18,2,Electronics,56.9,2.04,4.0,24.7,6,43.6,7,3,8,5.1,7,63.6,7,3,6.0,51.6,38.3,43.1,32.9,43.2,30.2,44.9,5,4,6,4,Poor
STU04894,20,3,Civil,40.0,2.7,3.9,22.1,6,52.2,5,5,5,4.6,1,47.4,4,3,5.0,45.8,62.2,54.7,62.1,38.9,48.0,52.9,1,3,3,6,Average
STU04895,20,2,Computer Science,60.3,3.27,3.7,22.6,5,71.8,3,5,5,2.5,1,49.9,5,3,5.7,38.6,54.9,50.9,61.5,41.6,53.4,53.3,3,3,4,6,Good
STU04896,20,1,Electronics,46.8,3.25,3.1,18.1,6,45.2,5,3,3,2.8,3,45.8,5,2,5.1,46.6,71.0,59.1,82.2,46.7,47.0,48.2,3,2,6,4,Average
STU04897,19,2,Physics,71.8,3.58,5.5,32.9,5,59.7,6,4,7,5.3,5,64.9,8,7,7.0,66.6,44.0,56.5,54.9,55.4,50.9,53.4,5,2,5,5,Excellent
STU04898,21,1,Physics,56.9,2.98,4.2,25.2,5,36.0,7,4,8,6.6,4,50.6,6,4,5.0,74.0,52.5,46.3,52.3,58.7,50.5,39.8,3,2,7,2,Good
STU04899,18,3,Business,63.7,3.14,6.4,39.3,5,78.5,3,7,10,8.3,7,83.1,10,4,7.6,68.3,33.8,49.8,53.0,60.0,50.0,62.0,5,3,2,6,Good
STU04900,20,1,Physics,40.0,2.84,2.7,18.0,7,36.4,6,2,3,3.2,4,35.1,4,2,2.9,47.6,83.6,60.2,65.5,40.5,41.3,42.2,2,3,6,3,Average
STU04901,24,1,Civil,42.4,2.95,2.7,15.6,5,40.5,6,3,4,3.4,4,31.6,4,2,3.0,39.6,74.1,70.7,63.9,37.8,45.2,40.6,2,5,7,2,Average
STU04902,18,2,Computer Science,57.4,3.75,5.0,31.0,6,35.4,9,3,10,7.2,10,65.9,8,4,4.9,85.9,75.4,82.6,57.0,67.3,59.1,38.6,4,3,7,2,Good
STU04903,18,4,Mechanical,40.7,2.42,4.4,26.5,5,57.0,5,4,4,4.6,4,47.7,4,3,4.3,45.4,45.4,57.4,59.7,35.6,28.7,51.8,3,3,5,6,Average
STU04904,20,1,Business,47.5,3.04,3.3,21.9,6,69.8,1,5,4,3.4,2,39.0,5,2,4.5,43.3,73.5,53.3,53.4,46.4,53.3,70.9,3,2,3,8,Average
STU04905,18,3,Physics,71.7,3.16,5.4,33.0,5,56.1,5,5,7,4.4,5,73.4,6,4,6.3,63.1,53.4,44.5,52.4,52.1,51.3,58.2,4,1,5,5,Good
STU04906,18,3,Business,55.3,2.34,5.3,32.5,5,53.0,3,5,5,4.4,6,57.0,6,3,5.3,58.0,52.0,59.8,43.5,37.1,35.1,43.1,4,4,4,6,Average
STU04907,18,4,Mathematics,51.4,2.92,4.7,27.8,5,67.5,1,6,4,1.6,3,45.0,4,3,5.9,47.1,50.2,51.8,60.1,45.5,45.0,61.1,3,4,2,9,Good
STU04908,20,2,Civil,40.0,1.06,3.4,19.6,4,35.7,9,2,6,4.5,5,50.1,6,2,3.8,58.3,25.2,30.0,25.0,27.0,20.0,28.5,4,5,9,1,Poor
STU04909,18,2,Mechanical,50.8,3.07,5.0,28.2,5,64.5,6,4,6,3.7,5,62.0,6,4,5.3,65.2,63.2,57.6,63.9,47.4,45.1,58.4,3,4,5,5,Good
STU04910,18,3,Computer Science,53.1,3.62,4.2,25.3,6,58.2,5,3,7,6.3,3,62.2,7,3,6.1,58.3,83.1,74.2,66.0,61.0,55.6,50.6,3,3,6,4,Good
